date,Indiv_ID,CEWL_g_m2h,msmt_temp_C,msmt_RH_percent,reps,e_s_kPa,e_a_kPa,VPD_kPa
2022-08-22,101,24.3325,24.6,44.875,4,3.091228162037989,1.3871886377145475,1.7040395243234414
2022-08-22,102,30.15,25.075,45.55,4,3.1801304001301522,1.4485493972592842,1.731581002870868
2022-08-22,103,26.865000000000002,25.7,43.675,4,3.3005061846995267,1.4414960761675182,1.8590101085320085
2022-08-22,104,22.08,25.1,44.575,4,3.184870724534947,1.4196561254614526,1.7652145990734942
2022-08-22,105,25.67,24.95,45.150000000000006,4,3.156521139479522,1.4251692944750043,1.7313518450045176
2022-08-22,107,29.177500000000002,24.825,44.75,4,3.133065194464592,1.402046674522905,1.7310185199416872
2022-08-22,108,23.3,25.15,41.725,4,3.1943698998817203,1.3328508407256479,1.8615190591560724
2022-08-22,109,28.93,25.3,45.975,4,3.223016128084189,1.481781664886706,1.741234463197483
2022-08-22,110,26.142500000000002,25.1,41.375,4,3.184870724534947,1.3177402622763343,1.8671304622586125
2022-08-22,111,22.950000000000003,25.375,38.65,4,3.2374232248205246,1.2512640763931329,1.9861591484273917
2022-08-22,112,26.252,25.4,45.82,5,3.2422380778681092,1.4855934872791676,1.7566445905889416
2022-08-22,113,16.7975,25.400000000000002,40.675,4,3.2422380778681097,1.3187803381728533,1.9234577396952564
2022-08-22,114,26.39,25.575000000000003,44.55,4,3.27611757857373,1.4595103812545966,1.8166071973191333
2022-08-22,115,23.805,25.225,42.8,4,3.208665081232843,1.3733086547676567,1.8353564264651863
2022-08-23,117,24.208,26.82,41.68,5,3.5262018365247405,1.469720925463512,2.0564809110612288
2022-08-23,118,28.126666666666665,26.8,41.93333333333333,3,3.522056343990785,1.476915626913469,2.0451407170773157
2022-08-24,116,24.004,26.72,42.46,5,3.5055168902997837,1.4884424716212883,2.0170744186784955
2022-08-24,119,29.8625,26.8,41.95,4,3.522056343990785,1.4775026363041344,2.0445537076866502
2022-08-24,120,26.286666666666665,26.666666666666668,43.56666666666667,3,3.494528296587653,1.5224494945466875,1.9720788020409654
2022-08-25,121,23.058,23.88,49.68,5,2.960612809459942,1.4708324437396991,1.4897803657202429
2022-08-25,122,12.5625,24.2,47.375,4,3.0180558466961176,1.4298039573722858,1.5882518893238318
2022-08-25,123,13.4825,24.2,46.325,4,3.0180558466961176,1.3981143709819766,1.619941475714141
2022-08-26,124,22.6625,24.125,46.75,4,3.00450593294932,1.4046065236538072,1.5998994092955128
2022-08-26,125,14.5825,23.725,45.4,4,2.933134185145512,1.3316429200560624,1.6014912650894497
2022-08-26,126,26.759999999999998,25.2,44.975,4,3.203893822596132,1.4409512467126104,1.7629425758835215
2022-08-26,127,16.6325,24.325,46.7,4,3.0407577767782046,1.4200338817554217,1.620723895022783
2022-08-26,128,22.817500000000003,25.675,41.55,4,3.295615815304321,1.3693283712589455,1.9262874440453757
2022-08-26,129,17.1375,26.05,38.3,4,3.3696400045354182,1.290572121737065,2.0790678827983533
2022-08-26,130,21.345,24.5,45.5,4,3.072791219650958,1.398120004941186,1.674671214709772
2022-08-26,131,18.75,23.86,47.06,5,2.957054579612098,1.3915898851654533,1.5654646944466448
2022-08-26,133,21.384,24.52,45.26,5,3.0764708991545224,1.3924107289573369,1.6840601701971856
2022-08-26,134,24.85,25.75,43.85,4,3.3103059442428853,1.4515691565505051,1.8587367876923802
2022-08-26,135,24.45,26.025,42.724999999999994,4,3.364660270497316,1.4375511005699781,1.9271091699273377
2022-08-27,136,20.64,24.475,43.25,4,3.068197030662888,1.3269952157616989,1.741201814901189
2022-08-28,125,19.902,22.86,46.56,5,2.783842866221892,1.296157238512913,1.487685627708979
2022-08-28,129,24.4725,25.875,45.775000000000006,4,3.3349166216594295,1.526558083564604,1.8083585380948255
2022-08-28,135,20.595,24.675,44.425,4,3.1051192511490355,1.379449227322959,1.7256700238260765
2022-08-28,137,20.632,25.4,43.64,5,3.2422380778681092,1.4149126971816428,1.8273253806864664
2022-08-28,138,27.983999999999998,25.8,42.9,5,3.3201311110693172,1.424336246648737,1.8957948644205802
2022-08-28,300,13.177999999999999,23.560000000000002,46.06,5,2.9041280699705956,1.3376413890284564,1.5664866809421392
2022-08-28,301,13.93,23.675,46.2,4,2.9243178184435528,1.3510348321209213,1.5732829863226314
2022-08-28,302,16.3,24.02,45.04,5,2.9856254175132193,1.344725688047954,1.6408997294652654
2022-08-28,303,14.932,23.64,46.22,5,2.9181601587585564,1.3487736253782048,1.5693865333803516
2022-08-28,304,12.994,23.64,44.339999999999996,5,2.9181601587585564,1.2939122143935438,1.6242479443650126
2022-08-28,305,12.57,25.6,43.42,5,3.2809826654672563,1.4246026733458828,1.8563799921213735
2022-08-28,306,7.928,25.72,43.019999999999996,5,3.3044230431985344,1.4215627931840094,1.882860250014525
2022-08-28,307,9.442499999999999,25.85,42.55,4,3.3299817407985652,1.4169072307097894,1.9130745100887758
2022-08-28,308,9.115,25.975,42.7,4,3.354720081201497,1.4324654746730394,1.9222546065284576
2022-08-28,309,12.6925,25.85,42.525,4,3.3299817407985652,1.4160747352745897,1.9139070055239755
2022-08-28,310,14.6375,26.375,43.7,4,3.4349647500854856,1.5010795957873575,1.9338851542981281
2022-08-28,311,16.7125,26.1,44.5,4,3.379618786473387,1.5039303599806573,1.8756884264927298
2022-08-28,312,16.0175,26.475,44.325,4,3.455285880953773,1.53155546673276,1.923730414221013
2022-08-28,313,16.735,26.075,44.05,4,3.3746261741866492,1.4865228297292188,1.8881033444574304
2022-08-28,314,12.9775,26.475,43.075,4,3.455285880953773,1.4883643932208377,1.9669214877329353
2022-08-29,101,16.14,23.04,41.92,5,2.8143493476046433,1.1797752465158664,1.6345741010887769
2022-08-29,102,20.505000000000003,24.825,39.974999999999994,4,3.133065194464592,1.2524428114872206,1.8806223829773716
2022-08-29,103,12.774,25.76,40.78,5,3.3122689432470893,1.350743275056163,1.9615256681909263
2022-08-29,104,16.677500000000002,24.325,39.975,4,3.0407577767782046,1.2155429212670872,1.8252148555111174
2022-08-29,105,17.588,25.3,41.64,5,3.223016128084189,1.3420639157342562,1.8809522123499327
2022-08-29,107,13.1575,25.075,39.35,4,3.1801304001301522,1.251381312451215,1.9287490876789373
2022-08-29,108,18.91,25.6,39.175,4,3.2809826654672563,1.2853249591967977,1.9956577062704586
2022-08-29,110,12.592500000000001,25.424999999999997,39.4,4,3.247059186076794,1.2793413193142567,1.9677178667625375
2022-08-29,111,14.998,23.52,41.96,5,2.8971341806955895,1.2156375022198693,1.6814966784757202
2022-08-29,112,14.498,23.96,41.44,5,2.974883195177442,1.2327915960815319,1.74209159909591
2022-08-29,113,18.9575,23.75,41.9,4,2.937551078304632,1.2308339018096408,1.7067171764949913
2022-08-29,114,17.0225,25.525,41.75,4,3.2664063079130408,1.3637246335536946,1.9026816743593462
2022-08-29,115,14.032499999999999,26.175,40.35,4,3.3946353494619244,1.3697353635078866,2.024899985954038
2022-08-29,128,24,27.4,40.375,4,3.6482888541798246,1.472996624875104,2.1752922293047208
2022-08-29,315,10.4175,26.425,40.725,4,3.4451122323342407,1.4030219566181195,2.042090275716121
2022-08-29,316,17.212,26.6,40.199999999999996,5,3.4808348542796477,1.3992956114204183,2.0815392428592294
2022-08-29,317,23.808333333333334,26.75,40.333333333333336,6,3.5117112216612822,1.4163901927367173,2.095321028924565
2022-08-29,318,14.296000000000001,26.98,40.22,5,3.55951941198755,1.4316387075013928,2.1278807044861576
2022-08-29,319,13.725000000000001,27.2,40.35,4,3.6057796299891987,1.4549320807006418,2.1508475492885566
2022-08-30,117,12.2075,25.575,41.525,4,3.2761175785737295,1.3604078245027411,1.9157097540709884
2022-08-31,116,13.405000000000001,24.975,42.125,4,3.1612306993345407,1.3316684320946752,1.8295622672398655
2022-08-31,119,17.045,24.3,42.2,4,3.0362054859725642,1.2812787150804221,1.754926770892142
2022-08-31,120,9.503333333333334,24.616666666666667,37.3,6,3.0943103676711097,1.1541777671413238,1.9401326005297859
2022-08-31,124,16.965,24.775,39.525,4,3.123725555999019,1.2346525260086123,1.8890730299904068
2022-08-31,131,11.68,26.475,40.65,4,3.455285880953773,1.4045737106077085,2.0507121703460642
2022-08-31,133,18.7975,26.55,39.15,4,3.4705955404093163,1.3587381540702472,2.111857386339069
2022-08-31,134,17.8275,24.625,42.95,4,3.0958524775437812,1.3296686391050543,1.766183838438727
2022-08-31,320,11.6625,24.424999999999997,42.85,4,3.0590266620789115,1.3107929247008137,1.7482337373780978
2022-08-31,321,10.35,24.475,39.525,4,3.068197030662888,1.2127048763695063,1.8554921542933815
2022-08-31,322,6.7225,24.675,39.05,4,3.1051192511490355,1.2125490675736983,1.8925701835753372
2022-08-31,323,7.132000000000001,24.74,42.64,5,3.117202295705772,1.3291750588889413,1.7880272368168308
2022-08-31,324,10.896666666666667,24.6,39.166666666666664,3,3.091228162037989,1.2107310301315457,1.8804971319064432
2022-08-31,325,6.8175,25,42.2,4,3.165946398560656,1.3360293801925969,1.829917018368059
2022-08-31,326,8.0975,25.525,35.15,4,3.2664063079130408,1.1481418172314337,2.1182644906816073
2022-08-31,327,9.705,25.3,38.775,4,3.223016128084189,1.2497245036646443,1.9732916244195446
2022-08-31,328,4.745,25.025,40.175,4,3.170668243921355,1.2738159669954043,1.8968522769259508
2022-08-31,329,7.1175,24.95,40.025,4,3.156521139479522,1.2633975860766786,1.8931235534028432
2022-08-31,330,10.0975,26.7,38.775,4,3.5013926375715454,1.3576649952183666,2.143727642353179
2022-08-31,331,9.8775,26.875,38.6,4,3.5376239126722875,1.365522830291503,2.1721010823807845
2022-08-31,333,12.3675,26.85,39.275,8,3.5324280621420066,1.387361121406273,2.1450669407357337
2022-08-31,334,10.9225,27.075,39.125,4,3.579431466031937,1.4004525610849954,2.1789789049469417
2022-08-31,335,10.7275,25.875,41.4,4,3.3349166216594295,1.3806554813670038,1.9542611402924257
2022-08-31,336,10.14,25.85,40.775000000000006,4,3.3299817407985652,1.3578000548106153,1.97218168598795
2022-08-31,337,13.4075,26.125,41.85,4,3.384617848424104,1.4164625695654876,1.9681552788586163
2022-08-31,338,8.65,25.725,40.2,4,3.3054028920332716,1.3287719625973753,1.9766309294358964
2022-09-01,123,14.118,26.439999999999998,43.5,5,3.4481615768623493,1.499950285935122,1.9482112909272273
2022-09-01,139,14.764,26.12,43.28,5,3.383617519723272,1.4644296625362323,1.9191878571870398
2022-09-01,140,15.032499999999999,25.875,43.45,4,3.3349166216594295,1.4490212721110223,1.8858953495484072
2022-09-02,126,10.265,23.95,39.13333333333333,6,2.9730961142835706,1.1634716127229705,1.8096245015606
2022-09-02,141,12.11,23.775,40.475,4,2.941973786628565,1.1907638901379116,1.7512098964906533
2022-09-02,142,11.379999999999999,23.6,40.28,5,2.9111367205393157,1.1726058710332363,1.7385308495060794
2022-09-02,143,13.306,23.7,39.56,5,2.928723100680224,1.1586028586290966,1.7701202420511273
2022-09-02,339,5.3775,24.35,38.3,4,3.0453160331784948,1.1663560407073634,1.8789599924711313
2022-09-02,340,5.16,23.95,38.875,4,2.9730961142835706,1.155791114427738,1.8173049998558326
2022-09-02,341,4.47,24.6,37.1,4,3.091228162037989,1.1468456481160938,1.944382513921895
2022-09-02,342,5.9725,24.875,37.2,4,3.1424292285953075,1.1689836730374545,1.973445555557853
2022-09-02,343,4.0425,24.65,36.925,4,3.1004828383539103,1.1448532880621813,1.955629550291729
2022-09-03,127,16.6025,24.975,41.9,4,3.1612306993345407,1.3245556630211726,1.8366750363133681
2022-09-03,130,17.375,25.65,41.2,4,3.2907317769163624,1.3557814920895415,1.934950284826821
2022-09-03,144,14.1125,25.2,43.725,4,3.203893822596132,1.4009025739301588,1.8029912486659732
2022-09-03,145,15.175,24.925,43.25,4,3.1518177122380604,1.3631611605429612,1.7886565516950992
2022-09-03,146,25.0375,25.150000000000002,41.475,4,3.194369899881721,1.3248649159759438,1.8695049839057774
2022-09-03,147,29.1275,25.225,41.575,4,3.208665081232843,1.3340025075225546,1.8746625737102884
2022-09-03,303,21.93,25.975,41.575,4,3.354720081201497,1.3947248737595224,1.9599952074419746
2022-09-03,304,17.8175,25.6,41.325,4,3.2809826654672563,1.3558660865043437,1.9251165789629126
2022-09-03,344,21.04,25.375,41.05,4,3.2374232248205246,1.3289622337888252,1.9084609910316994
2022-09-03,345,19.16,25.5,40.775,4,3.2615601103496807,1.3299011349950822,1.9316589753545985
2022-09-03,346,11.425,25.35,41.025,4,3.232614620075024,1.3261801478857786,1.9064344721892454
2022-09-03,347,17.35,25.725,40.975,4,3.3054028920332716,1.354388835010633,1.9510140570226386
2022-09-03,348,16.675,25.75,42.349999999999994,4,3.3103059442428853,1.4019145673868616,1.9083913768560237
2022-09-03,349,18.2675,26.275,41.525,4,3.414748057436494,1.4179741308505043,1.9967739265859898
2022-09-03,350,13.9575,25.775,41.675,4,3.315215348271754,1.3816159963922532,1.9335993518795007
2022-09-03,351,15.35,26.35,41.625,4,3.42990080358364,1.4276962094916903,2.0022045940919497
2022-09-03,352,15.9875,25.9,41.775000000000006,4,3.339857889147354,1.3952256331913073,1.9446322559560465
2022-09-04,101,20.9125,26.2,43.975,4,3.3996538026365197,1.4949977597094097,1.90465604292711
2022-09-04,125,13.86,25.075000000000003,39.65,4,3.1801304001301527,1.2609217036516054,1.9192086964785473
2022-09-04,127,22.4625,25.7,41.75,4,3.3005061846995267,1.3779613321120523,1.9225448525874744
2022-09-04,129,15.3825,24.7,39.85,4,3.1097617226157084,1.2392400464623599,1.8705216761533485
2022-09-04,135,14.914,25.32,39.2,5,3.2268525324905424,1.2649261927362927,1.9619263397542497
2022-09-04,148,26.9,24.45,41.275,4,3.063608847018711,1.264504551606973,1.799104295411738
2022-09-04,149,18.8225,24.325,42.275000000000006,4,3.0407577767782046,1.2854803501329861,1.7552774266452185
2022-09-04,150,21.545,24.925,40.05,4,3.1518177122380604,1.262302993751343,1.8895147184867174
2022-09-04,151,25.02,24.825,40.8,4,3.133065194464592,1.2782905993415534,1.8547745951230388
2022-09-04,320,10.8625,25.725,41.025,4,3.3054028920332716,1.3560415364566496,1.949361355576622
2022-09-04,353,11.1775,25.65,41.05,4,3.2907317769163624,1.3508453944241667,1.9398863824921957
2022-09-04,354,12.1875,25.95,40.475,4,3.349759611929507,1.355815202928468,1.9939444090010392
2022-09-04,355,13.1325,26,41.8,4,3.3596869650560683,1.4043491513934365,1.9553378136626318
2022-09-04,356,15.1675,25.8,40.9,4,3.3201311110693172,1.3579336244273508,1.9621974866419665
2022-09-04,357,23.218,26.28,41.4,5,3.4157564186692033,1.41412315732905,2.001633261340153
2022-09-04,358,10.0925,26.025,46.425,4,3.364660270497316,1.5620435305783789,1.802616739918937
2022-09-04,359,13.235,26.275,46.025,4,3.414748057436494,1.5716377934351464,1.8431102640013477
2022-09-04,360,11.6475,26.375,45.900000000000006,4,3.4349647500854856,1.5766488202892381,1.8583159297962475
2022-09-04,361,10.7925,26.325,49.425,4,3.4248433773669693,1.6927288392636244,1.732114538103345
2022-09-04,362,7.7125,26.5,45.875,4,3.4603825354421707,1.5874504881340958,1.8729320473080748
2022-09-04,363,12.8375,25.425,38.75,4,3.2470591860767946,1.258235434604758,1.9888237514720366
2022-09-04,364,12.385,25.325,39.025,4,3.227812256778586,1.2596537332078432,1.9681585235707428
2022-09-04,365,14.3975,25.45,38.525,4,3.251886556311599,1.2527892958190434,1.9990972604925554
2022-09-04,366,13.622499999999999,25.1,39.55,4,3.184870724534947,1.2596163715535713,1.9252543529813755
2022-09-04,367,11.5625,25.7,39.4,4,3.3005061846995267,1.3003994367716134,2.000106747927913
2022-09-04,368,13.475,25.3,39.65,4,3.223016128084189,1.2779258947853809,1.945090233298808
2022-09-04,369,16.060000000000002,25.85,39.45,4,3.3299817407985652,1.3136777967450342,2.016303944053531
2022-09-04,370,18.665,25.475,40.25,4,3.2567201954435507,1.3108298786660293,1.9458903167775214
2022-09-05,102,23.03,26.025,41.25,4,3.364660270497316,1.3879223615801428,1.976737908917173
2022-09-05,103,23.575,26.175,43.125,4,3.3946353494619244,1.463936494455455,1.9306988550064694
2022-09-05,105,13.5,26.35,36.474999999999994,4,3.42990080358364,1.2510563181071326,2.1788444854765077
2022-09-05,107,23.4525,26.275,39.1,4,3.414748057436494,1.3351664904576692,2.079581566978825
2022-09-05,108,16.3,25.875,37.925,4,3.3349166216594295,1.2647671287643385,2.0701494928950908
2022-09-05,110,13.4825,26.125,37.4,4,3.384617848424104,1.2658470753106148,2.1187707731134893
2022-09-05,111,15.8725,26.475,35.7,4,3.455285880953773,1.233537059500497,2.221748821453276
2022-09-05,112,19.7375,26.025,37.925,4,3.364660270497316,1.276047407586107,2.0886128629112086
2022-09-05,113,28.4,26,44.4,4,3.3596869650560683,1.4917010124848944,1.867985952571174
2022-09-05,114,16.2275,26.575,34.175,4,3.4757119051597924,1.187824543588359,2.2878873615714337
2022-09-05,115,27.497500000000002,25.75,41.375,4,3.3103059442428853,1.3696390844304938,1.9406668598123915
2022-09-05,128,23.115000000000002,23.35,42.099999999999994,4,2.867574220951915,1.207248747020756,1.6603254739311588
2022-09-05,152,20.736,23.04,42.58,5,2.8143493476046433,1.198349952210057,1.6159993953945864
2022-09-05,153,29.5275,23.175,42.3,4,2.8374207361088692,1.2002289713740517,1.6371917647348175
2022-09-05,371,9.73,26.175,39.375,4,3.3946353494619244,1.3366376688506327,2.0579976806112916
2022-09-05,372,12.355,26,38.225,4,3.3596869650560683,1.2842403423926823,2.075446622663386
2022-09-05,373,18.752499999999998,26.3,38.275,4,3.419792464345776,1.3089255657283458,2.1108668986174304
2022-09-05,374,12.555,26.025,38.425,4,3.364660270497316,1.2928707089385936,2.071789561558722
2022-09-05,375,9.5275,26.575,36.3,4,3.4757119051597924,1.2616834215730046,2.214028483586788
2022-09-05,376,10.2975,26.525,32.925,4,3.465485752883091,1.1410111841367576,2.3244745687463335
2022-09-05,377,21.3825,26.95,34.7,4,3.553251516734353,1.2329782763068207,2.3202732404275324
2022-09-05,378,12.3625,26.6,33.599999999999994,4,3.4808348542796477,1.1695605110379614,2.3112743432416862
2022-09-05,379,12.445,26.725,37.675,4,3.5065486159314387,1.3210921910521694,2.1854564248792694
2022-09-05,380,17.955,26.125,38.175,4,3.384617848424104,1.2920778636359016,2.0925399847882025
2022-09-05,381,13.290000000000001,26.45,39.075,4,3.450195782291279,1.3481640019303176,2.102031780360962
2022-09-05,382,14.755,25.924999999999997,38.65,4,3.3448055502421,1.2927673451685717,2.0520382050735284
2022-09-05,386,14.8125,24.65,40.05,4,3.1004828383539103,1.2417433767607409,1.8587394615931694
2022-09-05,387,17.675,25.424999999999997,39.3,4,3.247059186076794,1.27609426012818,1.9709649259486142
2022-09-05,388,18.695,25.150000000000002,37.8,4,3.194369899881721,1.2074718221552905,1.9868980777264307
2022-09-05,389,11.765,25.625,37.35,4,3.2858540626104094,1.2272664923849879,2.0585875702254217
2022-09-05,390,15.6725,25.45,37.9,4,3.251886556311599,1.232465004842096,2.019421551469503
2022-09-05,391,19.43,25.675,37.15,4,3.295615815304321,1.2243212753855552,2.0712945399187657
2022-09-05,392,15.129999999999999,26,36.375,4,3.3596869650560683,1.2220861335391449,2.1376008315169237
2022-09-05,393,12.1775,26.05,36.6,4,3.3696400045354182,1.233288241659963,2.136351762875455
2022-09-05,394,16.73,26,36.2,4,3.3596869650560683,1.216206681350297,2.143480283705771
2022-09-05,395,20.795,26.075,36.325,4,3.3746261741866492,1.2258329577733005,2.148793216413349
2022-09-05,396,16.025,25.775,37.775,4,3.315215348271754,1.252322597809655,2.062892750462099
2022-09-05,397,17.42,26.1,37.075,4,3.379618786473387,1.2529936650850084,2.1266251213883787
2022-09-05,398,13.845,26.2,37.225,4,3.3996538026365197,1.2655211280314445,2.134132674605075
2022-09-05,399,18.46,25.6,38.25,4,3.2809826654672563,1.2549758695412256,2.0260067959260306
2022-09-05,400,19.0325,26.275,37.375,4,3.414748057436494,1.2762620864668899,2.1384859709696045
2022-09-06,103,21.12,26.05,42.025,4,3.3696400045354182,1.4160912119060096,1.9535487926294086
2022-09-06,104,18.405,24.725,41.675,4,3.1144102594463825,1.2979304756242798,1.8164797838221027
2022-09-06,115,21.254,26.419999999999998,42.28,5,3.4440963075613196,1.456163918836926,1.9879323887243936
2022-09-06,117,20.96,26.525,38.575,4,3.465485752883091,1.3368111291746525,2.128674623708439
2022-09-06,119,27.82,25.675,42.125,4,3.295615815304321,1.3882781621969453,1.9073376531073758
2022-09-06,120,17.69,25.975,38.65,4,3.354720081201497,1.2965993113843786,2.0581207698171182
2022-09-06,401,12.59,25.175,40.925,4,3.1991287644161366,1.3092434468373038,1.8898853175788328
2022-09-06,402,9.5975,25.225,41.175,4,3.208665081232843,1.321167847197623,1.88749723403522
2022-09-06,403,13.5625,25.3,41.575,4,3.223016128084189,1.3399689552510015,1.8830471728331875
2022-09-06,404,10.9675,25.475,41.4,4,3.2567201954435507,1.34828216091363,1.9084380345299208
2022-09-06,405,16.035,25.45,41.7,4,3.251886556311599,1.3560366939819368,1.895849862329662
2022-09-06,406,13.57,26.1,41.275,4,3.379618786473387,1.3949376541168905,1.9846811323564966
2022-09-06,407,14.015,25.675,41.85,4,3.295615815304321,1.3792152187048585,1.9164005965994626
2022-09-06,408,12.835,26.2,40.975,4,3.3996538026365197,1.393008145630314,2.0066456570062057
2022-09-06,409,10.33,25.95,41.3,4,3.349759611929507,1.3834507197268864,1.9663088922026208
2022-09-06,410,12.715,26.475,41.4,4,3.455285880953773,1.430488354714862,2.024797526238911
2022-09-06,411,13.0975,26.1,41.85,4,3.379618786473387,1.4143704621391127,1.9652483243342744
2022-09-06,412,16.21,26.575,41.3,4,3.4757119051597924,1.4354690168309943,2.040242888328798
2022-09-06,413,14.17,26.175,40.1,4,3.3946353494619244,1.3612487751342317,2.0333865743276927
2022-09-06,414,13.925,26.6,39.075,4,3.4808348542796477,1.3601362193097726,2.120698634969875
2022-09-06,415,11.3325,26.525,38.05,4,3.465485752883091,1.318617328972016,2.146868423911075
2022-09-06,416,9.905000000000001,26.525,37.675,4,3.465485752883091,1.3056217573987046,2.1598639954843866
